date,provincia_destino_name,day_of_week,month,year,viajes
2023-01-30,Santa Cruz de Tenerife,Monday,1,2023,13168
2023-01-31,"Balears, Illes",Tuesday,1,2023,13554
2023-01-31,"Palmas, Las",Tuesday,1,2023,12828
2023-01-31,Santa Cruz de Tenerife,Tuesday,1,2023,13464
2023-02-01,"Balears, Illes",Wednesday,2,2023,12880
2023-02-01,"Palmas, Las",Wednesday,2,2023,14480
2023-02-01,Santa Cruz de Tenerife,Wednesday,2,2023,13720
2023-02-02,"Balears, Illes",Thursday,2,2023,13404
2023-02-02,"Palmas, Las",Thursday,2,2023,14909
2023-02-02,Santa Cruz de Tenerife,Thursday,2,2023,12655
2023-02-03,"Balears, Illes",Friday,2,2023,17664
2023-02-03,"Palmas, Las",Friday,2,2023,15808
2023-02-03,Santa Cruz de Tenerife,Friday,2,2023,16106
2023-02-04,"Balears, Illes",Saturday,2,2023,13212
2023-02-04,"Palmas, Las",Saturday,2,2023,15207
2023-02-04,Santa Cruz de Tenerife,Saturday,2,2023,13610
2023-02-05,"Balears, Illes",Sunday,2,2023,15949
2023-02-05,"Palmas, Las",Sunday,2,2023,16456
2023-02-05,Santa Cruz de Tenerife,Sunday,2,2023,14942
2023-02-06,"Balears, Illes",Monday,2,2023,16598
2023-02-06,"Palmas, Las",Monday,2,2023,16269
2023-02-06,Santa Cruz de Tenerife,Monday,2,2023,14971
2023-02-07,"Balears, Illes",Tuesday,2,2023,13755
2023-02-07,"Palmas, Las",Tuesday,2,2023,13795
2023-02-07,Santa Cruz de Tenerife,Tuesday,2,2023,14400
2023-02-08,"Balears, Illes",Wednesday,2,2023,12693
2023-02-08,"Palmas, Las",Wednesday,2,2023,14160
2023-02-08,Santa Cruz de Tenerife,Wednesday,2,2023,13271
2023-02-09,"Balears, Illes",Thursday,2,2023,14880
2023-02-09,"Palmas, Las",Thursday,2,2023,18527
2023-02-09,Santa Cruz de Tenerife,Thursday,2,2023,14346
2023-02-10,"Balears, Illes",Friday,2,2023,16931
2023-02-10,"Palmas, Las",Friday,2,2023,17860
2023-02-10,Santa Cruz de Tenerife,Friday,2,2023,16156
2023-02-11,"Balears, Illes",Saturday,2,2023,12946
2023-02-11,"Palmas, Las",Saturday,2,2023,16631
2023-02-11,Santa Cruz de Tenerife,Saturday,2,2023,13561
2023-02-12,"Balears, Illes",Sunday,2,2023,17225
2023-02-12,"Palmas, Las",Sunday,2,2023,16285
2023-02-12,Santa Cruz de Tenerife,Sunday,2,2023,14107
2023-02-13,"Balears, Illes",Monday,2,2023,17748
2023-02-13,"Palmas, Las",Monday,2,2023,16230
2023-02-13,Santa Cruz de Tenerife,Monday,2,2023,16068
2023-02-14,"Balears, Illes",Tuesday,2,2023,15838
2023-02-14,"Palmas, Las",Tuesday,2,2023,13822
2023-02-14,Santa Cruz de Tenerife,Tuesday,2,2023,13906
2023-02-15,"Balears, Illes",Wednesday,2,2023,14997
2023-02-15,"Palmas, Las",Wednesday,2,2023,14883
2023-02-15,Santa Cruz de Tenerife,Wednesday,2,2023,14417
2023-02-16,"Balears, Illes",Thursday,2,2023,15962
2023-02-16,"Palmas, Las",Thursday,2,2023,16609
2023-02-16,Santa Cruz de Tenerife,Thursday,2,2023,14956
2023-02-17,"Balears, Illes",Friday,2,2023,19983
2023-02-17,"Palmas, Las",Friday,2,2023,19053
2023-02-17,Santa Cruz de Tenerife,Friday,2,2023,19761
2023-02-18,"Balears, Illes",Saturday,2,2023,15282
2023-02-18,"Palmas, Las",Saturday,2,2023,17535
2023-02-18,Santa Cruz de Tenerife,Saturday,2,2023,17454
2023-02-19,"Balears, Illes",Sunday,2,2023,18555
2023-02-19,"Palmas, Las",Sunday,2,2023,17485
2023-02-19,Santa Cruz de Tenerife,Sunday,2,2023,13617
2023-02-20,"Balears, Illes",Monday,2,2023,19390
2023-02-20,"Palmas, Las",Monday,2,2023,17742
2023-02-20,Santa Cruz de Tenerife,Monday,2,2023,15687
2023-02-21,"Balears, Illes",Tuesday,2,2023,15902
2023-02-21,"Palmas, Las",Tuesday,2,2023,20022
2023-02-21,Santa Cruz de Tenerife,Tuesday,2,2023,14273
2023-02-22,"Balears, Illes",Wednesday,2,2023,15184
2023-02-22,"Palmas, Las",Wednesday,2,2023,16380
2023-02-22,Santa Cruz de Tenerife,Wednesday,2,2023,15103
2023-02-23,"Balears, Illes",Thursday,2,2023,15897
2023-02-23,"Palmas, Las",Thursday,2,2023,18184
2023-02-23,Santa Cruz de Tenerife,Thursday,2,2023,14396
2023-02-24,"Balears, Illes",Friday,2,2023,18034
2023-02-24,"Palmas, Las",Friday,2,2023,18827
2023-02-24,Santa Cruz de Tenerife,Friday,2,2023,17082
2023-02-25,"Balears, Illes",Saturday,2,2023,14838
2023-02-25,"Palmas, Las",Saturday,2,2023,18689
2023-02-25,Santa Cruz de Tenerife,Saturday,2,2023,18180
2023-02-26,"Balears, Illes",Sunday,2,2023,16573
2023-02-26,"Palmas, Las",Sunday,2,2023,20638
2023-02-26,Santa Cruz de Tenerife,Sunday,2,2023,13663
2023-02-27,"Balears, Illes",Monday,2,2023,17884
2023-02-27,"Palmas, Las",Monday,2,2023,16872
2023-02-27,Santa Cruz de Tenerife,Monday,2,2023,14185
2023-02-28,"Balears, Illes",Tuesday,2,2023,18242
2023-02-28,"Palmas, Las",Tuesday,2,2023,14032
2023-02-28,Santa Cruz de Tenerife,Tuesday,2,2023,15426
2023-03-01,"Balears, Illes",Wednesday,3,2023,17802
2023-03-01,"Palmas, Las",Wednesday,3,2023,14139
2023-03-01,Santa Cruz de Tenerife,Wednesday,3,2023,13954
2023-03-02,"Balears, Illes",Thursday,3,2023,19762
2023-03-02,"Palmas, Las",Thursday,3,2023,18700
2023-03-02,Santa Cruz de Tenerife,Thursday,3,2023,13241
2023-03-03,"Balears, Illes",Friday,3,2023,20274
2023-03-03,"Palmas, Las",Friday,3,2023,19376
2023-03-03,Santa Cruz de Tenerife,Friday,3,2023,15819
2023-03-04,"Balears, Illes",Saturday,3,2023,16003
2023-03-04,"Palmas, Las",Saturday,3,2023,16473
2023-03-04,Santa Cruz de Tenerife,Saturday,3,2023,13490
2023-03-05,"Balears, Illes",Sunday,3,2023,19488
2023-03-05,"Palmas, Las",Sunday,3,2023,15718
2023-03-05,Santa Cruz de Tenerife,Sunday,3,2023,14470
2023-03-06,"Balears, Illes",Monday,3,2023,19082
2023-03-06,"Palmas, Las",Monday,3,2023,16458
2023-03-06,Santa Cruz de Tenerife,Monday,3,2023,14971
2023-03-07,"Balears, Illes",Tuesday,3,2023,16145
2023-03-07,"Palmas, Las",Tuesday,3,2023,15953
2023-03-07,Santa Cruz de Tenerife,Tuesday,3,2023,14799
2023-03-08,"Balears, Illes",Wednesday,3,2023,16754
2023-03-08,"Palmas, Las",Wednesday,3,2023,15689
2023-03-08,Santa Cruz de Tenerife,Wednesday,3,2023,14182
2023-03-09,"Balears, Illes",Thursday,3,2023,16206
2023-03-09,"Palmas, Las",Thursday,3,2023,18157
2023-03-09,Santa Cruz de Tenerife,Thursday,3,2023,13903
2023-03-10,"Balears, Illes",Friday,3,2023,19377
2023-03-10,"Palmas, Las",Friday,3,2023,17940
2023-03-10,Santa Cruz de Tenerife,Friday,3,2023,17212
2023-03-11,"Balears, Illes",Saturday,3,2023,16066
2023-03-11,"Palmas, Las",Saturday,3,2023,18944
2023-03-11,Santa Cruz de Tenerife,Saturday,3,2023,15123
2023-03-12,"Balears, Illes",Sunday,3,2023,18762
2023-03-12,"Palmas, Las",Sunday,3,2023,17919
2023-03-12,Santa Cruz de Tenerife,Sunday,3,2023,15863
2023-03-13,"Balears, Illes",Monday,3,2023,19794
2023-03-13,"Palmas, Las",Monday,3,2023,18669
2023-03-13,Santa Cruz de Tenerife,Monday,3,2023,16724
2023-03-14,"Balears, Illes",Tuesday,3,2023,17521
2023-03-14,"Palmas, Las",Tuesday,3,2023,14088
2023-03-14,Santa Cruz de Tenerife,Tuesday,3,2023,14695
2023-03-15,"Balears, Illes",Wednesday,3,2023,16858
2023-03-15,"Palmas, Las",Wednesday,3,2023,15989
2023-03-15,Santa Cruz de Tenerife,Wednesday,3,2023,14339
2023-03-16,"Balears, Illes",Thursday,3,2023,18775
2023-03-16,"Palmas, Las",Thursday,3,2023,19024
2023-03-16,Santa Cruz de Tenerife,Thursday,3,2023,15685
2023-03-17,"Balears, Illes",Friday,3,2023,20638
2023-03-17,"Palmas, Las",Friday,3,2023,20860
2023-03-17,Santa Cruz de Tenerife,Friday,3,2023,16576
2023-03-18,"Balears, Illes",Saturday,3,2023,17324
2023-03-18,"Palmas, Las",Saturday,3,2023,17279
2023-03-18,Santa Cruz de Tenerife,Saturday,3,2023,14233
2023-03-19,"Balears, Illes",Sunday,3,2023,19229
2023-03-19,"Palmas, Las",Sunday,3,2023,18652
2023-03-19,Santa Cruz de Tenerife,Sunday,3,2023,15369
2023-03-20,"Balears, Illes",Monday,3,2023,21650
2023-03-20,"Palmas, Las",Monday,3,2023,16987
2023-03-20,Santa Cruz de Tenerife,Monday,3,2023,15630
2023-03-21,"Balears, Illes",Tuesday,3,2023,18484
2023-03-21,"Palmas, Las",Tuesday,3,2023,14555
2023-03-21,Santa Cruz de Tenerife,Tuesday,3,2023,14251
2023-03-22,"Balears, Illes",Wednesday,3,2023,17309
2023-03-22,"Palmas, Las",Wednesday,3,2023,14191
2023-03-22,Santa Cruz de Tenerife,Wednesday,3,2023,14725
2023-03-23,"Balears, Illes",Thursday,3,2023,17911
2023-03-23,"Palmas, Las",Thursday,3,2023,17882
2023-03-23,Santa Cruz de Tenerife,Thursday,3,2023,14855
2023-03-24,"Balears, Illes",Friday,3,2023,20941
2023-03-24,"Palmas, Las",Friday,3,2023,30639
2023-03-24,Santa Cruz de Tenerife,Friday,3,2023,28464
2023-03-25,"Balears, Illes",Saturday,3,2023,18568
2023-03-25,"Palmas, Las",Saturday,3,2023,19549
2023-03-25,Santa Cruz de Tenerife,Saturday,3,2023,16582
2023-03-26,"Balears, Illes",Sunday,3,2023,20556
2023-03-26,"Palmas, Las",Sunday,3,2023,17857
2023-03-26,Santa Cruz de Tenerife,Sunday,3,2023,16619
2023-03-27,"Balears, Illes",Monday,3,2023,22200
2023-03-27,"Palmas, Las",Monday,3,2023,16924
2023-03-27,Santa Cruz de Tenerife,Monday,3,2023,15203
2023-03-28,"Balears, Illes",Tuesday,3,2023,20906
2023-03-28,"Palmas, Las",Tuesday,3,2023,14887
2023-03-28,Santa Cruz de Tenerife,Tuesday,3,2023,16153
2023-03-29,"Balears, Illes",Wednesday,3,2023,19896
2023-03-29,"Palmas, Las",Wednesday,3,2023,15654
2023-03-29,Santa Cruz de Tenerife,Wednesday,3,2023,15177
2023-03-30,"Balears, Illes",Thursday,3,2023,22107
2023-03-30,"Palmas, Las",Thursday,3,2023,20649
2023-03-30,Santa Cruz de Tenerife,Thursday,3,2023,16448
2023-03-31,"Balears, Illes",Friday,3,2023,25316
2023-03-31,"Palmas, Las",Friday,3,2023,22898
2023-03-31,Santa Cruz de Tenerife,Friday,3,2023,17676
2023-04-01,"Balears, Illes",Saturday,4,2023,21863
2023-04-01,"Palmas, Las",Saturday,4,2023,20220
2023-04-01,Santa Cruz de Tenerife,Saturday,4,2023,17479
2023-04-02,"Balears, Illes",Sunday,4,2023,21675
2023-04-02,"Palmas, Las",Sunday,4,2023,17449
2023-04-02,Santa Cruz de Tenerife,Sunday,4,2023,15038
2023-04-03,"Balears, Illes",Monday,4,2023,22468
2023-04-03,"Palmas, Las",Monday,4,2023,17267
2023-04-03,Santa Cruz de Tenerife,Monday,4,2023,15802
2023-04-04,"Balears, Illes",Tuesday,4,2023,21919
2023-04-04,"Palmas, Las",Tuesday,4,2023,15750
2023-04-04,Santa Cruz de Tenerife,Tuesday,4,2023,15732
2023-04-05,"Balears, Illes",Wednesday,4,2023,22903
2023-04-05,"Palmas, Las",Wednesday,4,2023,18199
2023-04-05,Santa Cruz de Tenerife,Wednesday,4,2023,16504
2023-04-06,"Balears, Illes",Thursday,4,2023,24348
2023-04-06,"Palmas, Las",Thursday,4,2023,20920
2023-04-06,Santa Cruz de Tenerife,Thursday,4,2023,16626
2023-04-07,"Balears, Illes",Friday,4,2023,21163
2023-04-07,"Palmas, Las",Friday,4,2023,14100
2023-04-07,Santa Cruz de Tenerife,Friday,4,2023,13601
2023-04-08,"Balears, Illes",Saturday,4,2023,16555
2023-04-08,"Palmas, Las",Saturday,4,2023,17436
2023-04-08,Santa Cruz de Tenerife,Saturday,4,2023,15712
2023-04-09,"Balears, Illes",Sunday,4,2023,21530
2023-04-09,"Palmas, Las",Sunday,4,2023,20641
2023-04-09,Santa Cruz de Tenerife,Sunday,4,2023,18295
2023-04-10,"Balears, Illes",Monday,4,2023,23702
2023-04-10,"Palmas, Las",Monday,4,2023,17001
2023-04-10,Santa Cruz de Tenerife,Monday,4,2023,15638
2023-04-11,"Balears, Illes",Tuesday,4,2023,21828
2023-04-11,"Palmas, Las",Tuesday,4,2023,13692
2023-04-11,Santa Cruz de Tenerife,Tuesday,4,2023,14885
2023-04-12,"Balears, Illes",Wednesday,4,2023,19895
2023-04-12,"Palmas, Las",Wednesday,4,2023,14380
2023-04-12,Santa Cruz de Tenerife,Wednesday,4,2023,13706
2023-04-13,"Balears, Illes",Thursday,4,2023,20862
2023-04-13,"Palmas, Las",Thursday,4,2023,19226
2023-04-13,Santa Cruz de Tenerife,Thursday,4,2023,14640
2023-04-14,"Balears, Illes",Friday,4,2023,22950
2023-04-14,"Palmas, Las",Friday,4,2023,16428
2023-04-14,Santa Cruz de Tenerife,Friday,4,2023,15035
2023-04-15,"Balears, Illes",Saturday,4,2023,21012
2023-04-15,"Palmas, Las",Saturday,4,2023,14654
2023-04-15,Santa Cruz de Tenerife,Saturday,4,2023,13136
2023-04-16,"Balears, Illes",Sunday,4,2023,23271
2023-04-16,"Palmas, Las",Sunday,4,2023,15673
2023-04-16,Santa Cruz de Tenerife,Sunday,4,2023,14452
2023-04-17,"Balears, Illes",Monday,4,2023,22450
2023-04-17,"Palmas, Las",Monday,4,2023,16143
2023-04-17,Santa Cruz de Tenerife,Monday,4,2023,14857
2023-04-18,"Balears, Illes",Tuesday,4,2023,20157
2023-04-18,"Palmas, Las",Tuesday,4,2023,13040
2023-04-18,Santa Cruz de Tenerife,Tuesday,4,2023,13347
2023-04-19,"Balears, Illes",Wednesday,4,2023,18934
2023-04-19,"Palmas, Las",Wednesday,4,2023,13690
2023-04-19,Santa Cruz de Tenerife,Wednesday,4,2023,12999
2023-04-20,"Balears, Illes",Thursday,4,2023,22019
2023-04-20,"Palmas, Las",Thursday,4,2023,15240
2023-04-20,Santa Cruz de Tenerife,Thursday,4,2023,13453
2023-04-21,"Balears, Illes",Friday,4,2023,24846
2023-04-21,"Palmas, Las",Friday,4,2023,15903
2023-04-21,Santa Cruz de Tenerife,Friday,4,2023,16171
2023-04-22,"Balears, Illes",Saturday,4,2023,18842
2023-04-22,"Palmas, Las",Saturday,4,2023,14108
2023-04-22,Santa Cruz de Tenerife,Saturday,4,2023,13259
2023-04-23,"Balears, Illes",Sunday,4,2023,20836
2023-04-23,"Palmas, Las",Sunday,4,2023,16892
2023-04-23,Santa Cruz de Tenerife,Sunday,4,2023,14148
2023-04-24,"Balears, Illes",Monday,4,2023,23636
2023-04-24,"Palmas, Las",Monday,4,2023,16182
2023-04-24,Santa Cruz de Tenerife,Monday,4,2023,13720
2023-04-25,"Balears, Illes",Tuesday,4,2023,20095
2023-04-25,"Palmas, Las",Tuesday,4,2023,13669
2023-04-25,Santa Cruz de Tenerife,Tuesday,4,2023,14034
2023-04-26,"Balears, Illes",Wednesday,4,2023,21960
2023-04-26,"Palmas, Las",Wednesday,4,2023,14386
2023-04-26,Santa Cruz de Tenerife,Wednesday,4,2023,13402
2023-04-27,"Balears, Illes",Thursday,4,2023,26107
2023-04-27,"Palmas, Las",Thursday,4,2023,16952
2023-04-27,Santa Cruz de Tenerife,Thursday,4,2023,15430
2023-04-28,"Balears, Illes",Friday,4,2023,28875
2023-04-28,"Palmas, Las",Friday,4,2023,18352
2023-04-28,Santa Cruz de Tenerife,Friday,4,2023,16705
2023-04-29,"Balears, Illes",Saturday,4,2023,25682
2023-04-29,"Palmas, Las",Saturday,4,2023,17528
2023-04-29,Santa Cruz de Tenerife,Saturday,4,2023,16849
2023-04-30,"Balears, Illes",Sunday,4,2023,22150
2023-04-30,"Palmas, Las",Sunday,4,2023,14960
2023-04-30,Santa Cruz de Tenerife,Sunday,4,2023,13368
2023-05-01,"Balears, Illes",Monday,5,2023,24828
2023-05-01,"Palmas, Las",Monday,5,2023,19160
2023-05-01,Santa Cruz de Tenerife,Monday,5,2023,14895
2023-05-02,"Balears, Illes",Tuesday,5,2023,21405
2023-05-02,"Palmas, Las",Tuesday,5,2023,15837
2023-05-02,Santa Cruz de Tenerife,Tuesday,5,2023,14352
2023-05-03,"Balears, Illes",Wednesday,5,2023,20948
2023-05-03,"Palmas, Las",Wednesday,5,2023,13293
2023-05-03,Santa Cruz de Tenerife,Wednesday,5,2023,13279
2023-05-04,"Balears, Illes",Thursday,5,2023,24045
2023-05-04,"Palmas, Las",Thursday,5,2023,16228
2023-05-04,Santa Cruz de Tenerife,Thursday,5,2023,13687
2023-05-05,"Balears, Illes",Friday,5,2023,26113
2023-05-05,"Palmas, Las",Friday,5,2023,15999
2023-05-05,Santa Cruz de Tenerife,Friday,5,2023,14859
2023-05-06,"Balears, Illes",Saturday,5,2023,21640
2023-05-06,"Palmas, Las",Saturday,5,2023,13837
2023-05-06,Santa Cruz de Tenerife,Saturday,5,2023,12230
2023-05-07,"Balears, Illes",Sunday,5,2023,21804
2023-05-07,"Palmas, Las",Sunday,5,2023,16751
2023-05-07,Santa Cruz de Tenerife,Sunday,5,2023,16696
2023-05-08,"Balears, Illes",Monday,5,2023,22033
2023-05-08,"Palmas, Las",Monday,5,2023,15540
2023-05-08,Santa Cruz de Tenerife,Monday,5,2023,12720
2023-05-09,"Balears, Illes",Tuesday,5,2023,20729
2023-05-09,"Palmas, Las",Tuesday,5,2023,14269
2023-05-09,Santa Cruz de Tenerife,Tuesday,5,2023,13149
2023-05-10,"Balears, Illes",Wednesday,5,2023,20884
2023-05-10,"Palmas, Las",Wednesday,5,2023,13514
2023-05-10,Santa Cruz de Tenerife,Wednesday,5,2023,13331
2023-05-11,"Balears, Illes",Thursday,5,2023,24703
2023-05-11,"Palmas, Las",Thursday,5,2023,15786
2023-05-11,Santa Cruz de Tenerife,Thursday,5,2023,13743
2023-05-12,"Balears, Illes",Friday,5,2023,26882
2023-05-12,"Palmas, Las",Friday,5,2023,16682
2023-05-12,Santa Cruz de Tenerife,Friday,5,2023,14977
2023-05-13,"Balears, Illes",Saturday,5,2023,20523
2023-05-13,"Palmas, Las",Saturday,5,2023,14205
2023-05-13,Santa Cruz de Tenerife,Saturday,5,2023,12205
2023-05-14,"Balears, Illes",Sunday,5,2023,21881
2023-05-14,"Palmas, Las",Sunday,5,2023,16046
2023-05-14,Santa Cruz de Tenerife,Sunday,5,2023,13782
2023-05-15,"Balears, Illes",Monday,5,2023,23799
2023-05-15,"Palmas, Las",Monday,5,2023,15461
2023-05-15,Santa Cruz de Tenerife,Monday,5,2023,13593
2023-05-16,"Balears, Illes",Tuesday,5,2023,21733
2023-05-16,"Palmas, Las",Tuesday,5,2023,13669
2023-05-16,Santa Cruz de Tenerife,Tuesday,5,2023,12260
2023-05-17,"Balears, Illes",Wednesday,5,2023,22143
2023-05-17,"Palmas, Las",Wednesday,5,2023,14011
2023-05-17,Santa Cruz de Tenerife,Wednesday,5,2023,12415
2023-05-18,"Balears, Illes",Thursday,5,2023,23108
2023-05-18,"Palmas, Las",Thursday,5,2023,16028
2023-05-18,Santa Cruz de Tenerife,Thursday,5,2023,13689
2023-05-19,"Balears, Illes",Friday,5,2023,26388
2023-05-19,"Palmas, Las",Friday,5,2023,15721
2023-05-19,Santa Cruz de Tenerife,Friday,5,2023,14502
2023-05-20,"Balears, Illes",Saturday,5,2023,20901
2023-05-20,"Palmas, Las",Saturday,5,2023,14362
2023-05-20,Santa Cruz de Tenerife,Saturday,5,2023,12442
2023-05-21,"Balears, Illes",Sunday,5,2023,21431
2023-05-21,"Palmas, Las",Sunday,5,2023,16792
2023-05-21,Santa Cruz de Tenerife,Sunday,5,2023,13252
2023-05-22,"Balears, Illes",Monday,5,2023,24106
2023-05-22,"Palmas, Las",Monday,5,2023,16304
2023-05-22,Santa Cruz de Tenerife,Monday,5,2023,13192
2023-05-23,"Balears, Illes",Tuesday,5,2023,20965
2023-05-23,"Palmas, Las",Tuesday,5,2023,13487
2023-05-23,Santa Cruz de Tenerife,Tuesday,5,2023,12315
2023-05-24,"Balears, Illes",Wednesday,5,2023,20986
2023-05-24,"Palmas, Las",Wednesday,5,2023,14627
2023-05-24,Santa Cruz de Tenerife,Wednesday,5,2023,13254
2023-05-25,"Balears, Illes",Thursday,5,2023,23854
2023-05-25,"Palmas, Las",Thursday,5,2023,15820
2023-05-25,Santa Cruz de Tenerife,Thursday,5,2023,13831
2023-05-26,"Balears, Illes",Friday,5,2023,26710
2023-05-26,"Palmas, Las",Friday,5,2023,16994
2023-05-26,Santa Cruz de Tenerife,Friday,5,2023,15089
2023-05-27,"Balears, Illes",Saturday,5,2023,24308
2023-05-27,"Palmas, Las",Saturday,5,2023,16227
2023-05-27,Santa Cruz de Tenerife,Saturday,5,2023,13323
2023-05-28,"Balears, Illes",Sunday,5,2023,23838
2023-05-28,"Palmas, Las",Sunday,5,2023,14370
2023-05-28,Santa Cruz de Tenerife,Sunday,5,2023,14061
2023-05-29,"Balears, Illes",Monday,5,2023,24455
2023-05-29,"Palmas, Las",Monday,5,2023,15247
2023-05-29,Santa Cruz de Tenerife,Monday,5,2023,12672
2023-05-30,"Balears, Illes",Tuesday,5,2023,24413
2023-05-30,"Palmas, Las",Tuesday,5,2023,14844
2023-05-30,Santa Cruz de Tenerife,Tuesday,5,2023,14295
2023-05-31,"Balears, Illes",Wednesday,5,2023,22011
2023-05-31,"Palmas, Las",Wednesday,5,2023,16094
2023-05-31,Santa Cruz de Tenerife,Wednesday,5,2023,13801
2023-06-01,"Balears, Illes",Thursday,6,2023,25122
2023-06-01,"Palmas, Las",Thursday,6,2023,14195
2023-06-01,Santa Cruz de Tenerife,Thursday,6,2023,13809
2023-06-02,"Balears, Illes",Friday,6,2023,28271
2023-06-02,"Palmas, Las",Friday,6,2023,15907
2023-06-02,Santa Cruz de Tenerife,Friday,6,2023,14715
2023-06-03,"Balears, Illes",Saturday,6,2023,23703
2023-06-03,"Palmas, Las",Saturday,6,2023,16465
2023-06-03,Santa Cruz de Tenerife,Saturday,6,2023,12566
2023-06-04,"Balears, Illes",Sunday,6,2023,25073
2023-06-04,"Palmas, Las",Sunday,6,2023,15816
2023-06-04,Santa Cruz de Tenerife,Sunday,6,2023,13826
2023-06-05,"Balears, Illes",Monday,6,2023,24968
2023-06-05,"Palmas, Las",Monday,6,2023,15887
2023-06-05,Santa Cruz de Tenerife,Monday,6,2023,13969
2023-06-06,"Balears, Illes",Tuesday,6,2023,22043
2023-06-06,"Palmas, Las",Tuesday,6,2023,12978
2023-06-06,Santa Cruz de Tenerife,Tuesday,6,2023,12427
2023-06-07,"Balears, Illes",Wednesday,6,2023,21553
2023-06-07,"Palmas, Las",Wednesday,6,2023,10760
2023-06-07,Santa Cruz de Tenerife,Wednesday,6,2023,10546
2023-06-08,"Balears, Illes",Thursday,6,2023,27265
2023-06-08,"Palmas, Las",Thursday,6,2023,14104
2023-06-08,Santa Cruz de Tenerife,Thursday,6,2023,12343
2023-06-09,"Balears, Illes",Friday,6,2023,33606
2023-06-09,"Palmas, Las",Friday,6,2023,15950
2023-06-09,Santa Cruz de Tenerife,Friday,6,2023,14995
2023-06-10,"Balears, Illes",Saturday,6,2023,30761
2023-06-10,"Palmas, Las",Saturday,6,2023,14141
2023-06-10,Santa Cruz de Tenerife,Saturday,6,2023,12878
2023-06-11,"Balears, Illes",Sunday,6,2023,29438
2023-06-11,"Palmas, Las",Sunday,6,2023,15874
2023-06-11,Santa Cruz de Tenerife,Sunday,6,2023,15946
2023-06-12,"Balears, Illes",Monday,6,2023,29148
2023-06-12,"Palmas, Las",Monday,6,2023,16837
2023-06-12,Santa Cruz de Tenerife,Monday,6,2023,14549
2023-06-13,"Balears, Illes",Tuesday,6,2023,31262
2023-06-13,"Palmas, Las",Tuesday,6,2023,17398
2023-06-13,Santa Cruz de Tenerife,Tuesday,6,2023,16513
2023-06-14,"Balears, Illes",Wednesday,6,2023,26626
2023-06-14,"Palmas, Las",Wednesday,6,2023,14671
2023-06-14,Santa Cruz de Tenerife,Wednesday,6,2023,12821
2023-06-15,"Balears, Illes",Thursday,6,2023,32143
2023-06-15,"Palmas, Las",Thursday,6,2023,15812
2023-06-15,Santa Cruz de Tenerife,Thursday,6,2023,13897
2023-06-16,"Balears, Illes",Friday,6,2023,34856
2023-06-16,"Palmas, Las",Friday,6,2023,17847
2023-06-16,Santa Cruz de Tenerife,Friday,6,2023,15182
2023-06-17,"Balears, Illes",Saturday,6,2023,28586
2023-06-17,"Palmas, Las",Saturday,6,2023,14887
2023-06-17,Santa Cruz de Tenerife,Saturday,6,2023,12477
2023-06-18,"Balears, Illes",Sunday,6,2023,29693
2023-06-18,"Palmas, Las",Sunday,6,2023,15911
2023-06-18,Santa Cruz de Tenerife,Sunday,6,2023,14442
2023-06-19,"Balears, Illes",Monday,6,2023,32324
2023-06-19,"Palmas, Las",Monday,6,2023,16642
2023-06-19,Santa Cruz de Tenerife,Monday,6,2023,14170
2023-06-20,"Balears, Illes",Tuesday,6,2023,31576
2023-06-20,"Palmas, Las",Tuesday,6,2023,15334
2023-06-20,Santa Cruz de Tenerife,Tuesday,6,2023,13216
2023-06-21,"Balears, Illes",Wednesday,6,2023,35921
2023-06-21,"Palmas, Las",Wednesday,6,2023,15999
2023-06-21,Santa Cruz de Tenerife,Wednesday,6,2023,12953
2023-06-22,"Balears, Illes",Thursday,6,2023,36962
2023-06-22,"Palmas, Las",Thursday,6,2023,17250
2023-06-22,Santa Cruz de Tenerife,Thursday,6,2023,13454
2023-06-23,"Balears, Illes",Friday,6,2023,39642
2023-06-23,"Palmas, Las",Friday,6,2023,18189
2023-06-23,Santa Cruz de Tenerife,Friday,6,2023,14498
2023-06-24,"Balears, Illes",Saturday,6,2023,33084
2023-06-24,"Palmas, Las",Saturday,6,2023,14485
2023-06-24,Santa Cruz de Tenerife,Saturday,6,2023,11978
2023-06-25,"Balears, Illes",Sunday,6,2023,32021
2023-06-25,"Palmas, Las",Sunday,6,2023,17084
2023-06-25,Santa Cruz de Tenerife,Sunday,6,2023,16245
2023-06-26,"Balears, Illes",Monday,6,2023,28133
2023-06-26,"Palmas, Las",Monday,6,2023,15774
2023-06-26,Santa Cruz de Tenerife,Monday,6,2023,14435
2023-06-27,"Balears, Illes",Tuesday,6,2023,27002
2023-06-27,"Palmas, Las",Tuesday,6,2023,14784
2023-06-27,Santa Cruz de Tenerife,Tuesday,6,2023,13965
2023-06-28,"Balears, Illes",Wednesday,6,2023,27214
2023-06-28,"Palmas, Las",Wednesday,6,2023,15270
2023-06-28,Santa Cruz de Tenerife,Wednesday,6,2023,14469
2023-06-29,"Balears, Illes",Thursday,6,2023,30307
2023-06-29,"Palmas, Las",Thursday,6,2023,17129
2023-06-29,Santa Cruz de Tenerife,Thursday,6,2023,14624
2023-06-30,"Balears, Illes",Friday,6,2023,33456
2023-06-30,"Palmas, Las",Friday,6,2023,16446
2023-06-30,Santa Cruz de Tenerife,Friday,6,2023,16254
2023-07-01,"Balears, Illes",Saturday,7,2023,28953
